GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 -m ../GLPK/GraphColoringGLPK.mod -d 2-FullIns_4.col.dat -o ../sol/2-FullIns_4.col.dat.sol
Reading model section from ../GLPK/GraphColoringGLPK.mod...
../GLPK/GraphColoringGLPK.mod:28: warning: unexpected end of file; missing end statement inserted
28 lines were read
Reading data section from 2-FullIns_4.col.dat...
3247 lines were read
Generating colors_count...
Generating R1...
Generating R2...
Generating R3...
Model has been successfully generated
GLPK Integer Optimizer 5.0
687728 rows, 45156 columns, 2196532 non-zeros
45156 integer variables, all of which are binary
Preprocessing...
687727 rows, 45156 columns, 2196320 non-zeros
45156 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 687727
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
687727 rows, 45156 columns, 2196320 non-zeros
      0: obj =   0.000000000e+00 inf =   6.696e+03 (3243)
*126628: obj =   5.305412388e+00 inf =   1.694e-03 (23326) 1
*126728: obj =   5.304005132e+00 inf =   1.688e-03 (22818) 1
*126827: obj =   5.303465845e+00 inf =   1.674e-03 (22938) 1
*126925: obj =   5.302551656e+00 inf =   1.675e-03 (23354) 1
*127023: obj =   5.301110827e+00 inf =   1.673e-03 (22371) 1
*127118: obj =   5.298159673e+00 inf =   1.675e-03 (22827) 1
*127217: obj =   5.297205350e+00 inf =   1.677e-03 (22370) 1
*127316: obj =   5.296816824e+00 inf =   1.674e-03 (23377) 1
*127417: obj =   5.296383380e+00 inf =   1.674e-03 (22811) 1
*127519: obj =   5.296124854e+00 inf =   1.675e-03 (22207) 1
*127619: obj =   5.296006516e+00 inf =   1.684e-03 (23197) 1
*127719: obj =   5.295725615e+00 inf =   1.671e-03 (23097) 1
*127818: obj =   5.295400546e+00 inf =   1.674e-03 (22838) 1
*127917: obj =   5.294822520e+00 inf =   1.685e-03 (22502) 1
*128015: obj =   5.294148946e+00 inf =   1.693e-03 (22751) 1
*128112: obj =   5.291724000e+00 inf =   1.709e-03 (23133) 1
*128215: obj =   5.290905990e+00 inf =   1.709e-03 (23104)
*128313: obj =   5.290714647e+00 inf =   1.740e-03 (21962) 1
*128411: obj =   5.290705674e+00 inf =   1.738e-03 (23192) 1
*128509: obj =   5.290460940e+00 inf =   1.732e-03 (22611) 1
*128606: obj =   5.290046692e+00 inf =   1.698e-03 (23126) 1
*128703: obj =   5.289693273e+00 inf =   1.709e-03 (22933) 1
*128801: obj =   5.289691868e+00 inf =   1.719e-03 (22947) 1
*128898: obj =   5.288932027e+00 inf =   1.715e-03 (23482) 1
*128995: obj =   5.288486662e+00 inf =   1.715e-03 (23600) 1
*129093: obj =   5.288382350e+00 inf =   1.705e-03 (22746) 1
*129193: obj =   5.288254549e+00 inf =   1.725e-03 (22606) 1
*129293: obj =   5.288050896e+00 inf =   1.706e-03 (22675) 1
*129394: obj =   5.287932716e+00 inf =   1.687e-03 (23365) 1
*129493: obj =   5.287772172e+00 inf =   1.704e-03 (23033) 1
*129593: obj =   5.287466466e+00 inf =   1.687e-03 (23233) 1
*129692: obj =   5.287427865e+00 inf =   1.704e-03 (22444) 1
*129790: obj =   5.287356463e+00 inf =   1.693e-03 (23519) 1
*129888: obj =   5.286825848e+00 inf =   1.697e-03 (23566) 1
*129987: obj =   5.286394107e+00 inf =   1.696e-03 (22536) 1
*130083: obj =   5.285091325e+00 inf =   1.739e-03 (22778) 1
*130180: obj =   5.282705473e+00 inf =   1.737e-03 (23008) 1
*130283: obj =   5.282174965e+00 inf =   1.751e-03 (22408) 1
*130384: obj =   5.282130036e+00 inf =   1.735e-03 (22073) 1
*130486: obj =   5.281611642e+00 inf =   1.735e-03 (23635) 1
*130588: obj =   5.281448523e+00 inf =   1.741e-03 (23049) 1
*130692: obj =   5.281242985e+00 inf =   1.726e-03 (22565) 1
*130795: obj =   5.280806623e+00 inf =   1.732e-03 (23500) 1
*130897: obj =   5.280130640e+00 inf =   1.732e-03 (24152) 1
*130999: obj =   5.278313556e+00 inf =   1.735e-03 (23107) 1
*131100: obj =   5.277178106e+00 inf =   1.744e-03 (22491) 1
*131202: obj =   5.275938424e+00 inf =   1.647e-03 (23103)
*131301: obj =   5.275727571e+00 inf =   1.648e-03 (23720) 1
*131398: obj =   5.275280091e+00 inf =   1.654e-03 (22229) 1
*131495: obj =   5.273662488e+00 inf =   1.661e-03 (22456) 1
*131593: obj =   5.273207194e+00 inf =   1.649e-03 (22532) 1
*131691: obj =   5.272584172e+00 inf =   1.651e-03 (22408) 1
*131788: obj =   5.271522519e+00 inf =   1.658e-03 (22825) 1
*131885: obj =   5.270311952e+00 inf =   1.661e-03 (23458) 1
*131980: obj =   5.268467148e+00 inf =   1.658e-03 (22679) 1
*132075: obj =   5.266465271e+00 inf =   1.666e-03 (22914) 1
*132174: obj =   5.266101549e+00 inf =   1.675e-03 (23187) 1
*132273: obj =   5.265323323e+00 inf =   1.685e-03 (21705) 1
*132371: obj =   5.264368113e+00 inf =   1.705e-03 (23383) 1
*132468: obj =   5.263596233e+00 inf =   1.713e-03 (22610) 1
*132566: obj =   5.263595292e+00 inf =   1.714e-03 (22635) 1
*132664: obj =   5.263395408e+00 inf =   1.718e-03 (23164) 1
*132762: obj =   5.262970559e+00 inf =   1.725e-03 (22449) 1
*132861: obj =   5.262620966e+00 inf =   1.735e-03 (23118) 1
*132961: obj =   5.262197558e+00 inf =   1.721e-03 (23319) 1
*133057: obj =   5.260494744e+00 inf =   1.726e-03 (21899) 1
*133152: obj =   5.259481254e+00 inf =   1.713e-03 (21414) 1
*133255: obj =   5.258893057e+00 inf =   1.696e-03 (22994) 1
*133357: obj =   5.258276979e+00 inf =   1.695e-03 (22430) 1
*133460: obj =   5.256198413e+00 inf =   1.695e-03 (22572)
*133554: obj =   5.252148787e+00 inf =   1.691e-03 (21749) 1
*133646: obj =   5.247854725e+00 inf =   1.734e-03 (21938) 1
*133741: obj =   5.245503930e+00 inf =   1.732e-03 (22740) 1
*133834: obj =   5.241473735e+00 inf =   1.729e-03 (21637) 1
*133928: obj =   5.239641986e+00 inf =   1.732e-03 (22013) 1
*134021: obj =   5.236512844e+00 inf =   1.735e-03 (22437) 1
*134113: obj =   5.233811552e+00 inf =   1.738e-03 (22748) 1
*134209: obj =   5.232436727e+00 inf =   1.729e-03 (23075) 1
*134307: obj =   5.232129694e+00 inf =   1.734e-03 (22841) 1
*134405: obj =   5.231812145e+00 inf =   1.731e-03 (23021) 1
*134503: obj =   5.230804701e+00 inf =   1.733e-03 (22640) 1
*134601: obj =   5.230521952e+00 inf =   1.730e-03 (22294) 1
*134701: obj =   5.228978121e+00 inf =   1.742e-03 (22238) 1
*134802: obj =   5.227967751e+00 inf =   1.743e-03 (22750) 1
*134904: obj =   5.227729942e+00 inf =   1.747e-03 (23758)
*135000: obj =   5.226979797e+00 inf =   1.747e-03 (23001) 1
*135096: obj =   5.225405147e+00 inf =   1.749e-03 (22963) 1
*135193: obj =   5.224082857e+00 inf =   1.750e-03 (22515) 1
*135290: obj =   5.224015563e+00 inf =   1.771e-03 (23352) 1
*135388: obj =   5.223904911e+00 inf =   1.778e-03 (23000) 1
*135484: obj =   5.223564048e+00 inf =   1.768e-03 (23393) 1
*135582: obj =   5.223524196e+00 inf =   1.763e-03 (22615) 1
*135680: obj =   5.223243131e+00 inf =   1.773e-03 (22584) 1
*135778: obj =   5.222943207e+00 inf =   1.782e-03 (23439) 1
*135877: obj =   5.222527455e+00 inf =   1.771e-03 (22836) 1
*135975: obj =   5.222335065e+00 inf =   1.772e-03 (22727) 1
*136071: obj =   5.221129645e+00 inf =   1.775e-03 (22919) 1
*136169: obj =   5.220330966e+00 inf =   1.779e-03 (21909) 1
*136267: obj =   5.220276813e+00 inf =   1.776e-03 (22794) 1
*136366: obj =   5.220273856e+00 inf =   1.775e-03 (22804) 1
*136465: obj =   5.220272390e+00 inf =   1.768e-03 (22818) 1
*136564: obj =   5.220169151e+00 inf =   1.769e-03 (23413) 1
*136663: obj =   5.219385595e+00 inf =   1.770e-03 (22233) 1
*136762: obj =   5.219201697e+00 inf =   1.774e-03 (22414) 1
*136862: obj =   5.218381840e+00 inf =   1.803e-03 (23360) 1
*136964: obj =   5.215959036e+00 inf =   1.810e-03 (23541)
*137058: obj =   5.212849672e+00 inf =   1.809e-03 (22920) 1
*137154: obj =   5.210029743e+00 inf =   1.808e-03 (23201) 1
*137253: obj =   5.209668430e+00 inf =   1.789e-03 (22221) 1
*137352: obj =   5.209465266e+00 inf =   1.784e-03 (22920) 1
*137448: obj =   5.209206002e+00 inf =   1.768e-03 (23138) 1
*137546: obj =   5.208980989e+00 inf =   1.774e-03 (22232) 1
*137644: obj =   5.208285817e+00 inf =   1.781e-03 (23862) 1
*137742: obj =   5.207939498e+00 inf =   1.784e-03 (22393) 1
*137839: obj =   5.207685047e+00 inf =   1.782e-03 (21528) 1
*137935: obj =   5.206963831e+00 inf =   1.784e-03 (23094) 1
*138032: obj =   5.206050350e+00 inf =   1.783e-03 (22526) 1
*138130: obj =   5.205809467e+00 inf =   1.782e-03 (23600) 1
*138232: obj =   5.205125046e+00 inf =   1.818e-03 (23598) 1
*138330: obj =   5.205056202e+00 inf =   1.817e-03 (23284) 1
*138427: obj =   5.204558563e+00 inf =   1.831e-03 (23453) 1
*138524: obj =   5.204305827e+00 inf =   1.834e-03 (23683) 1
*138620: obj =   5.203967508e+00 inf =   1.817e-03 (23184) 1
*138717: obj =   5.203719422e+00 inf =   1.817e-03 (22045) 1
*138818: obj =   5.203237842e+00 inf =   1.811e-03 (23318) 1
*138920: obj =   5.203028895e+00 inf =   1.812e-03 (23398) 1
*139021: obj =   5.201585139e+00 inf =   1.828e-03 (22382) 1
*139121: obj =   5.199371526e+00 inf =   1.830e-03 (22809)
*139219: obj =   5.198955056e+00 inf =   1.810e-03 (22464) 1
*139316: obj =   5.198494345e+00 inf =   1.805e-03 (23108) 1
*139413: obj =   5.197991387e+00 inf =   1.802e-03 (22243) 1
*139511: obj =   5.197964674e+00 inf =   1.806e-03 (22697) 1
*139609: obj =   5.197872797e+00 inf =   1.793e-03 (22205) 1
*139706: obj =   5.197527452e+00 inf =   1.785e-03 (22285) 1
*139805: obj =   5.197414685e+00 inf =   1.796e-03 (23444) 1
*139902: obj =   5.197339264e+00 inf =   1.801e-03 (22485) 1
*139998: obj =   5.196532727e+00 inf =   1.798e-03 (22423) 1
*140092: obj =   5.196111769e+00 inf =   1.789e-03 (22389) 1
*140188: obj =   5.195543178e+00 inf =   1.784e-03 (22831) 1
*140285: obj =   5.195413160e+00 inf =   1.781e-03 (22773) 1
*140382: obj =   5.195115318e+00 inf =   1.767e-03 (22797) 1
*140479: obj =   5.194860723e+00 inf =   1.776e-03 (23376) 1
*140576: obj =   5.194406647e+00 inf =   1.755e-03 (22557) 1
*140673: obj =   5.194157261e+00 inf =   1.745e-03 (22981) 1
*140770: obj =   5.194033755e+00 inf =   1.747e-03 (23487) 1
*140867: obj =   5.193731910e+00 inf =   1.750e-03 (22954) 1
*140966: obj =   5.193290134e+00 inf =   1.752e-03 (23316) 1
*141067: obj =   5.192240261e+00 inf =   1.753e-03 (23400)
*141162: obj =   5.191120518e+00 inf =   1.761e-03 (21814) 1
*141259: obj =   5.190695453e+00 inf =   1.726e-03 (23299) 1
*141358: obj =   5.190532815e+00 inf =   1.715e-03 (22782) 1
*141457: obj =   5.190516627e+00 inf =   1.743e-03 (21951) 1
*141555: obj =   5.190452070e+00 inf =   1.738e-03 (22474) 1
*141652: obj =   5.190223773e+00 inf =   1.734e-03 (22766) 1
*141750: obj =   5.190003185e+00 inf =   1.729e-03 (23239) 1
*141847: obj =   5.189900331e+00 inf =   1.730e-03 (23149) 1
*141943: obj =   5.188862246e+00 inf =   1.738e-03 (22127) 1
*142038: obj =   5.186359189e+00 inf =   1.742e-03 (22997) 1
*142131: obj =   5.183443341e+00 inf =   1.745e-03 (22371) 1
*142228: obj =   5.182603185e+00 inf =   1.737e-03 (22690) 1
*142324: obj =   5.182086673e+00 inf =   1.739e-03 (23417) 1
*142421: obj =   5.182085856e+00 inf =   1.755e-03 (23430) 1
*142519: obj =   5.182080403e+00 inf =   1.742e-03 (23107) 1
*142620: obj =   5.181988124e+00 inf =   1.740e-03 (23574) 1
*142722: obj =   5.181951268e+00 inf =   1.753e-03 (23568) 1
*142824: obj =   5.181920721e+00 inf =   1.752e-03 (23119) 1
*142925: obj =   5.181902404e+00 inf =   1.751e-03 (22646) 1
*143027: obj =   5.181775165e+00 inf =   1.764e-03 (22926)
*143124: obj =   5.181301760e+00 inf =   1.766e-03 (23473) 1
*143221: obj =   5.180702206e+00 inf =   1.742e-03 (23357) 1
*143318: obj =   5.180547324e+00 inf =   1.749e-03 (22728) 1
*143415: obj =   5.180247402e+00 inf =   1.748e-03 (23558) 1
*143512: obj =   5.179821785e+00 inf =   1.749e-03 (23337) 1
*143610: obj =   5.179677897e+00 inf =   1.742e-03 (21954) 1
*143708: obj =   5.179673947e+00 inf =   1.755e-03 (21963) 1
*143804: obj =   5.179378498e+00 inf =   1.763e-03 (23779) 1
*143900: obj =   5.178931934e+00 inf =   1.778e-03 (24464) 1
*143996: obj =   5.177987070e+00 inf =   1.785e-03 (22773) 1
*144089: obj =   5.176867338e+00 inf =   1.796e-03 (22706) 1
*144185: obj =   5.176389106e+00 inf =   1.775e-03 (23179) 1
*144281: obj =   5.175982486e+00 inf =   1.757e-03 (23734) 1
*144378: obj =   5.175563000e+00 inf =   1.750e-03 (22204) 1
*144474: obj =   5.175546503e+00 inf =   1.812e-03 (23256) 1
*144571: obj =   5.175370588e+00 inf =   1.811e-03 (23263) 1
*144667: obj =   5.174856242e+00 inf =   1.813e-03 (22669) 1
*144765: obj =   5.174573024e+00 inf =   1.808e-03 (22966) 1
*144867: obj =   5.174528764e+00 inf =   1.798e-03 (22910) 1
*144969: obj =   5.174079175e+00 inf =   1.790e-03 (23092) 1
*145070: obj =   5.173536348e+00 inf =   1.791e-03 (23183) 1
*145171: obj =   5.172724924e+00 inf =   1.788e-03 (22666) 1
*145272: obj =   5.172324169e+00 inf =   1.822e-03 (23875) 1
*145374: obj =   5.172312057e+00 inf =   1.826e-03 (22882) 1
*145475: obj =   5.172163485e+00 inf =   1.824e-03 (23431) 1
*145578: obj =   5.171735207e+00 inf =   1.802e-03 (23291) 1
*145680: obj =   5.171524468e+00 inf =   1.793e-03 (22568) 1
*145781: obj =   5.171370552e+00 inf =   1.790e-03 (23548) 1
*145882: obj =   5.171031830e+00 inf =   1.794e-03 (22642)
*145978: obj =   5.170147839e+00 inf =   1.802e-03 (22980) 1
*146073: obj =   5.169914951e+00 inf =   1.800e-03 (24151) 1
*146170: obj =   5.169155890e+00 inf =   1.805e-03 (24169) 1
*146269: obj =   5.169121660e+00 inf =   1.805e-03 (23254) 1
*146367: obj =   5.168915604e+00 inf =   1.817e-03 (23753) 1
*146465: obj =   5.168890335e+00 inf =   1.822e-03 (22723) 1
*146562: obj =   5.168542400e+00 inf =   1.835e-03 (23300) 1
*146658: obj =   5.168014727e+00 inf =   1.851e-03 (23606) 1
*146754: obj =   5.167456464e+00 inf =   1.862e-03 (23313) 1
*146848: obj =   5.166840262e+00 inf =   1.874e-03 (23090) 1
*146943: obj =   5.166370488e+00 inf =   1.896e-03 (22936) 1
*147037: obj =   5.165253605e+00 inf =   1.896e-03 (22616) 1
*147132: obj =   5.164445634e+00 inf =   1.897e-03 (23012) 1
*147230: obj =   5.163863558e+00 inf =   1.850e-03 (22411) 1
*147328: obj =   5.163688512e+00 inf =   1.847e-03 (23232) 1
*147424: obj =   5.163447280e+00 inf =   1.856e-03 (23011) 1
*147521: obj =   5.163125312e+00 inf =   1.875e-03 (23905) 1
*147622: obj =   5.163001567e+00 inf =   1.881e-03 (22989) 1
*147724: obj =   5.162838991e+00 inf =   1.873e-03 (23404) 1
*147825: obj =   5.162787218e+00 inf =   1.869e-03 (23945) 1
*147926: obj =   5.162656190e+00 inf =   1.868e-03 (22929) 1
*148027: obj =   5.162359615e+00 inf =   1.877e-03 (22372) 1
*148128: obj =   5.161953993e+00 inf =   1.876e-03 (22547) 1
*148230: obj =   5.161434975e+00 inf =   1.891e-03 (22385) 1
*148332: obj =   5.161324514e+00 inf =   1.876e-03 (22872) 1
*148435: obj =   5.160779546e+00 inf =   1.872e-03 (22504) 1
*148537: obj =   5.160438887e+00 inf =   1.855e-03 (22258)
*148634: obj =   5.160328487e+00 inf =   1.836e-03 (23567) 1
*148730: obj =   5.160030047e+00 inf =   1.852e-03 (22077) 1
*148827: obj =   5.159463298e+00 inf =   1.840e-03 (22709) 1
*148923: obj =   5.158930293e+00 inf =   1.839e-03 (22790) 1
*149017: obj =   5.157229632e+00 inf =   1.845e-03 (23010) 1
*149112: obj =   5.156249934e+00 inf =   1.849e-03 (22945) 1
*149207: obj =   5.155332985e+00 inf =   1.852e-03 (22962) 1
*149303: obj =   5.155324294e+00 inf =   1.856e-03 (22183) 1
*149400: obj =   5.154453572e+00 inf =   1.820e-03 (23008) 1
*149497: obj =   5.154365739e+00 inf =   1.818e-03 (22382) 1
*149594: obj =   5.154255838e+00 inf =   1.822e-03 (22770) 1
*149690: obj =   5.153878800e+00 inf =   1.815e-03 (22550) 1
*149786: obj =   5.153215926e+00 inf =   1.820e-03 (22803) 1
*149881: obj =   5.151868959e+00 inf =   1.820e-03 (24224) 1
*149980: obj =   5.150211443e+00 inf =   1.829e-03 (22026) 1
*150080: obj =   5.149202341e+00 inf =   1.835e-03 (22081)
*150174: obj =   5.148665179e+00 inf =   1.831e-03 (22806) 1
*150270: obj =   5.148632596e+00 inf =   1.846e-03 (22691) 1
*150367: obj =   5.148544202e+00 inf =   1.852e-03 (23447) 1
*150464: obj =   5.148285135e+00 inf =   1.846e-03 (22796) 1
*150561: obj =   5.147929174e+00 inf =   1.853e-03 (23403) 1
*150657: obj =   5.147485656e+00 inf =   1.856e-03 (22617) 1
*150754: obj =   5.146912257e+00 inf =   1.852e-03 (23269) 1
*150850: obj =   5.146369228e+00 inf =   1.852e-03 (22216) 1
*150945: obj =   5.145697870e+00 inf =   1.842e-03 (22987) 1
*151040: obj =   5.145378459e+00 inf =   1.845e-03 (23150) 1
*151136: obj =   5.145244883e+00 inf =   1.846e-03 (23516) 1
*151234: obj =   5.145207089e+00 inf =   1.868e-03 (23404) 1
*151332: obj =   5.145095747e+00 inf =   1.860e-03 (22795) 1
*151428: obj =   5.144705069e+00 inf =   1.866e-03 (22904) 1
*151524: obj =   5.144631503e+00 inf =   1.860e-03 (23321) 1
*151623: obj =   5.144315217e+00 inf =   1.848e-03 (23695) 1
*151725: obj =   5.143980376e+00 inf =   1.837e-03 (23466) 1
*151827: obj =   5.143783156e+00 inf =   1.844e-03 (23228) 1
*151928: obj =   5.143630446e+00 inf =   1.857e-03 (21834) 1
*152029: obj =   5.143005868e+00 inf =   1.859e-03 (23265) 1
*152130: obj =   5.142400728e+00 inf =   1.861e-03 (23976)
*152227: obj =   5.141715670e+00 inf =   1.860e-03 (22891) 1
*152324: obj =   5.141465241e+00 inf =   1.864e-03 (22500) 1
*152420: obj =   5.140905889e+00 inf =   1.866e-03 (23790) 1
*152517: obj =   5.140629154e+00 inf =   1.867e-03 (22517) 1
*152613: obj =   5.140494122e+00 inf =   1.863e-03 (22369) 1
*152708: obj =   5.140002991e+00 inf =   1.861e-03 (24180) 1
*152803: obj =   5.139764512e+00 inf =   1.859e-03 (22884) 1
*152897: obj =   5.139204975e+00 inf =   1.872e-03 (21841) 1
*152992: obj =   5.138259724e+00 inf =   1.875e-03 (22723) 1
*153086: obj =   5.137265105e+00 inf =   1.873e-03 (22868) 1
*153181: obj =   5.136337324e+00 inf =   1.888e-03 (23196) 1
*153278: obj =   5.135954454e+00 inf =   1.891e-03 (23231) 1
*153374: obj =   5.135674195e+00 inf =   1.894e-03 (23611) 1
*153471: obj =   5.135509753e+00 inf =   1.885e-03 (22384) 1
*153567: obj =   5.134866013e+00 inf =   1.883e-03 (22405) 1
*153665: obj =   5.134352214e+00 inf =   1.881e-03 (22673) 1
*153764: obj =   5.134149714e+00 inf =   1.874e-03 (22770) 1
*153866: obj =   5.133946293e+00 inf =   1.876e-03 (22416) 1
*153966: obj =   5.132669697e+00 inf =   1.904e-03 (21546)
*154058: obj =   5.130269530e+00 inf =   1.908e-03 (23412) 1
*154149: obj =   5.128479147e+00 inf =   1.906e-03 (21003) 1
*154247: obj =   5.128124761e+00 inf =   1.901e-03 (22585) 1
*154343: obj =   5.128075627e+00 inf =   1.894e-03 (22655) 1
*154438: obj =   5.127875364e+00 inf =   1.893e-03 (22267) 1
*154533: obj =   5.127865298e+00 inf =   1.892e-03 (21897) 1
*154628: obj =   5.127458226e+00 inf =   1.885e-03 (22739) 1
*154723: obj =   5.126551407e+00 inf =   1.884e-03 (22545) 1
*154816: obj =   5.126008416e+00 inf =   1.887e-03 (22804) 1
*154908: obj =   5.124035959e+00 inf =   1.892e-03 (23432) 1
*155001: obj =   5.122733698e+00 inf =   1.898e-03 (22219) 1
*155098: obj =   5.120580826e+00 inf =   1.901e-03 (22780)
*155193: obj =   5.118945270e+00 inf =   1.929e-03 (22688) 1
*155288: obj =   5.118802218e+00 inf =   1.947e-03 (22153) 1
*155385: obj =   5.118767071e+00 inf =   1.947e-03 (23269) 1
*155482: obj =   5.118708698e+00 inf =   1.956e-03 (23234) 1
*155579: obj =   5.118701877e+00 inf =   1.961e-03 (23388) 1
*155674: obj =   5.118555608e+00 inf =   1.955e-03 (22793) 1
*155770: obj =   5.118449768e+00 inf =   1.951e-03 (22568) 1
*155865: obj =   5.117792660e+00 inf =   2.008e-03 (22485) 1
*155959: obj =   5.117329325e+00 inf =   2.012e-03 (22636) 1
*156053: obj =   5.116894362e+00 inf =   2.010e-03 (23393) 1
